"REF_DATE","GEO","DGUID","Duration of unemployment","Age group","Sex","Statistics","Data type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1998-06","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","22.5","","","","1"
"1998-07","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","21.4","","","","1"
"1998-08","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","22.9","","","","1"
"1998-09","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","22.7","","","","1"
"1998-10","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","22.5","","","","1"
"1998-11","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","22.0","","","","1"
"1998-12","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","20.9","","","","1"
"1999-01","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","17.8","","","","1"
"1999-02","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","17.7","","","","1"
"1999-03","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","18.3","","","","1"
"1999-04","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","19.6","","","","1"
"1999-05","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","20.2","","","","1"
"1999-06","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","20.8","","","","1"
"1999-07","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","20.6","","","","1"
"1999-08","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","20.4","","","","1"
"1999-09","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","21.1","","","","1"
"1999-10","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","20.5","","","","1"
"1999-11","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","18.4","","","","1"
"1999-12","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","19.3","","","","1"
"2000-01","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","16.8","","","","1"
"2000-02","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","17.3","","","","1"
"2000-03","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","18.2","","","","1"
"2000-04","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","19.0","","","","1"
"2000-05","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","18.8","","","","1"
"2000-06","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","20.7","","","","1"
"2000-07","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","18.0","","","","1"
"2000-08","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","15.9","","","","1"
"2000-09","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","17.7","","","","1"
"2000-10","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","16.3","","","","1"
"2000-11","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","16.5","","","","1"
"2000-12","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","16.5","","","","1"
"2001-01","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","14.0","","","","1"
"2001-02","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","14.1","","","","1"
"2001-03","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","14.9","","","","1"
"2001-04","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","15.6","","","","1"
"2001-05","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","16.3","","","","1"
"2001-06","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","16.2","","","","1"
"2001-07","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","13.8","","","","1"
"2001-08","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","14.3","","","","1"
"2001-09","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","15.2","","","","1"
"2001-10","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","15.8","","","","1"
"2001-11","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","15.3","","","","1"
"2001-12","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","16.3","","","","1"
"2002-01","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","14.9","","","","1"
"2002-02","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","15.3","","","","1"
"2002-03","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","17.7","","","","1"
"2002-04","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","17.4","","","","1"
"2002-05","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","16.3","","","","1"
"2002-06","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","18.3","","","","1"
"2002-07","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","17.1","","","","1"
"2002-08","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","15.6","","","","1"
"2002-09","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","18.0","","","","1"
"2002-10","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","17.4","","","","1"
"2002-11","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","16.5","","","","1"
"2002-12","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","15.6","","","","1"
"2003-01","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","14.6","","","","1"
"2003-02","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","14.9","","","","1"
"2003-03","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","16.1","","","","1"
"2003-04","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","15.6","","","","1"
"2003-05","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","16.3","","","","1"
"2003-06","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","18.0","","","","1"
"2003-07","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","16.5","","","","1"
"2003-08","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","17.5","","","","1"
"2003-09","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","18.8","","","","1"
"2003-10","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","16.7","","","","1"
"2003-11","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","15.3","","","","1"
"2003-12","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","16.6","","","","1"
"2004-01","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","14.7","","","","1"
"2004-02","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","15.8","","","","1"
"2004-03","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","15.4","","","","1"
"2004-04","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","16.6","","","","1"
"2004-05","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","17.0","","","","1"
"2004-06","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","16.8","","","","1"
"2004-07","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","15.5","","","","1"
"2004-08","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","15.8","","","","1"
"2004-09","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","15.1","","","","1"
"2004-10","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","16.2","","","","1"
"2004-11","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","15.7","","","","1"
"2004-12","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","16.9","","","","1"
"2005-01","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","14.1","","","","1"
"2005-02","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","14.6","","","","1"
"2005-03","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","15.5","","","","1"
"2005-04","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","16.6","","","","1"
"2005-05","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","15.4","","","","1"
"2005-06","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","15.9","","","","1"
"2005-07","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","15.2","","","","1"
"2005-08","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","14.8","","","","1"
"2005-09","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","16.0","","","","1"
"2005-10","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","15.5","","","","1"
"2005-11","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","15.2","","","","1"
"2005-12","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","15.0","","","","1"
"2006-01","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","12.7","","","","1"
"2006-02","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","14.8","","","","1"
"2006-03","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","13.9","","","","1"
"2006-04","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","13.5","","","","1"
"2006-05","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","15.1","","","","1"
"2006-06","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","16.0","","","","1"
"2006-07","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","14.8","","","","1"
"2006-08","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","13.1","","","","1"
"2006-09","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","14.9","","","","1"
"2006-10","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","14.1","","","","1"
"2006-11","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","14.5","","","","1"
"2006-12","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","14.7","","","","1"
"2007-01","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","12.4","","","","1"
"2007-02","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","11.6","","","","1"
"2007-03","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","12.6","","","","1"
"2007-04","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","13.2","","","","1"
"2007-05","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","14.0","","","","1"
"2007-06","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","14.6","","","","1"
"2007-07","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","13.3","","","","1"
"2007-08","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","12.4","","","","1"
"2007-09","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","14.5","","","","1"
"2007-10","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","15.6","","","","1"
"2007-11","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","12.4","","","","1"
"2007-12","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","13.4","","","","1"
"2008-01","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","12.2","","","","1"
"2008-02","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","12.8","","","","1"
"2008-03","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","12.1","","","","1"
"2008-04","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","15.1","","","","1"
"2008-05","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","13.1","","","","1"
"2008-06","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","13.7","","","","1"
"2008-07","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","12.4","","","","1"
"2008-08","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","12.2","","","","1"
"2008-09","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","14.6","","","","1"
"2008-10","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","13.9","","","","1"
"2008-11","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","13.8","","","","1"
"2008-12","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","12.9","","","","1"
"2009-01","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","12.0","","","","1"
"2009-02","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","11.4","","","","1"
"2009-03","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","12.5","","","","1"
"2009-04","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","13.4","","","","1"
"2009-05","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","13.8","","","","1"
"2009-06","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","16.6","","","","1"
"2009-07","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","17.1","","","","1"
"2009-08","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","16.4","","","","1"
"2009-09","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","19.8","","","","1"
"2009-10","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","21.0","","","","1"
"2009-11","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","21.1","","","","1"
"2009-12","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","20.2","","","","1"
"2010-01","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","19.3","","","","1"
"2010-02","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","20.1","","","","1"
"2010-03","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","21.0","","","","1"
"2010-04","Canada","2016A000011124","Percentage unemployed 27 weeks or more ","15 years and over","Both sexes","Estimate","Unadjusted","Percent","239","units","0","v1078668607","1.11.1.1.1.2","21.4","","","","1"
